sep=,
"Данные","Тип","Из","В","Метки","Сумма","Валюта","Сумма в др.валюте","Др.валюта","Повторение","Заметка"
"10.09.2022","Расход","Wallet THB","Прочее (Other)","Поездка в Бангкок и прочее","4409","THB","121,42","USD","Нет",""
"10.09.2022","Расход","True Money Wallet","Повседневные (Daily)","","217","THB","5,98","USD","Нет",""
"10.09.2022","Расход","Credo USD","Телефон (Phone)","","12","USD","12","USD","Нет",""
"10.09.2022","Расход","Credo USD","Бензин (Gas)","","7","USD","7","USD","Нет",""
"10.09.2022","Расход","Credo USD","Подписки (Subscriptions)","","27","USD","27","USD","Нет",""
"10.09.2022","Расход","Credo USD","Повседневные (Daily)","","250","USD","250","USD","Нет",""
"11.09.2022","Расход","Credo GEL","Вне бюджета (Out of scope)","Телефоны и экран","3036,71","GEL","1072,89","USD","Нет",""


"Название","Бюджет","Получено","Иконка","Валюта"
"Income THB","0","849","Salary","THB"
"Income GEL","0","14542,19","Bonus","GEL"


"Название","Текущее значение","Иконка","Валюта"
"Deposits THB","0","House","THB"
"Credo GEL","12129,51","Euro","GEL"
"Транспорт","35","Cash","RUB"
"IDR Wallet","0","Cash","IDR"
"PayPal Rub","0","Gazprombank","RUB"
"Crypto USD","6835,84","Savings","USD"
"Wallet THB","1221,5","Cash","THB"
"Krungthai Bank THB","13917,5","Card","THB"
"Safe Vault USD","1222","Dollar","USD"
"Safe Vault GEL","0,25","Cash","GEL"
"Wallet TRY","0","Cash","TRY"
"Wallet GEL","0","Cash","GEL"
"Debts THB","-11325","Spiderweb","THB"
"Credo USD","4000","Dollar","USD"
"Crypto THB","529449,37","Business","THB"
"Tinkoff RUB","0","Card","RUB"
"Рупии","-5200","Airplane","IDR"
"Tinkoff USD","0","Dollar","USD"
"Internet Fee Account","-582","Card","THB"
"Visa Questions Account","0","Card","THB"
"Wallet THB","19,6","Cash","THB"
"Debts USD","500","Spiderweb","USD"
"Байк","10016","Bicycle","THB"
"Моя зарплата","0","Cash","RUB"
"Tinkoff THB","0","Bank","THB"
"Debts RUB","47125,19","Spiderweb","RUB"
"Tinkoff Emergency Fund USD","4049,83","Cash","USD"
"Safe Vault THB","6000","House","THB"
"Обед картошка","268","Cash","RUB"
"True Money Wallet","761","IPhone","THB"
"Tinkoff THB","0","Card","THB"
"Деньги компании","0","Cash","RUB"
"Wallet EUR","0","Cash","EUR"
"Safe Vault EUR","10","Salary","EUR"
"Tinkoff Broker Account","392,85","Tinkoff","USD"
"Safe Vault TRY","7,45","Salary","TRY"


"Название","Бюджет","Получено","Иконка","Валюта"
"Повседневные (Daily)","600","578,66","ShoppingCart","USD"
"Аренда (Living)","250","99,76","House","USD"
"Подписки (Subscriptions)","27","27","Books","USD"
"Счета (Living)","0","74,45","House","USD"
"Вне бюджета (Out of scope)","2043","3075,29","Gifts","USD"
"Прочее (Other)","406","399,65","Bars","USD"
"Бензин (Gas)","21","14,66","Fuel","USD"
"Спортзал (Gym)","60","0","Dumbells","USD"
"Одежда (Clothes)","64","0","Wardrobe","USD"
"Маме (Mom)","240","240","House","USD"
"Телефон (Phone)","12","12","Internet","USD"
"Аренда транспорта (Transport)","120","35,49","Bicycle","USD"


"Название","Получено"
"Аптека","0"
"Свет вода","0"
"Здоровье","0"
"МТС","0"
"Му-Му","0"
"Дикси","0"
"Билайн","0"
"Крошка картошка","0"
"Чипы Савок","0"
"Рамис Большой","0"
"MacDonald's","1021"
"Шобла вобла","0"
"Ростикс","0"
"Интернет","0"
"К Сашеньке","0"
"Вэй Парк","0"
"Акид","0"
"Пятерочка","0"
"Столовая","0"
"Вкусняшки","0"
"Магнолия","0"
"Оливье","0"
"Бизнес-ланчи","0"
"Магнит","0"
"Рамис Савок","0"
"Аренда","0"
"Перекресток","0"
"У дома","0"
"Елки-Палки","0"
"Алеся","35893,50"
"Маме","78316,5"
"Кофе","1379,05"
"Телетай","850"
"На собак","11226"
"Тренировка","330"
"Такси","2102,85"
"Автобус","1054,27"
"чей то др","3300"
"метро","444,85"
"Burger King","1539,32"
"KFC","1219"
"withdrawal","6160"
"street drinkings","15232,49721"
"Gas","14090"
"penalty","3300"
"taxi","8881,7942945288"
"water","2033,40141"
"bread","660"
"ткб","371,26"
"vk","669,4316402"
"electricity","34724,59"
"training","8874"
"condoms","6897,42"
"nutrition","7544"
"Путешествие","53762,3"
"cafe","31394,5"
"mom","25248"
"fruits","2049,66"
"funs","8220"
"yammees","430"
"souvenirs","1400"
"visa","58498"
"internet","3642"
"Family Market","1552"
"hotel","11176,0923217544"
"laundry","1275"
"From last months remains","1325"
"Business","29505,3140665127"
"Out of budget","353764,4347039244"
"bike expenses","902"
"In count of next month's expenses","31550"
"apple music","1056,40731911"
"subscriptions","577,38"
"Поездка в Бангкок и прочее","121,42"
"Телефоны и экран","1072,89"
"CoinKeeper","11,99"
"Restaraunt","50,15"
"Coffee and tasties","12,60"
"Coffee","30,53"
"Психолог","49,74"
"Food","144,51"
"Food delivery","23,29"
"Eat outside","35,50"
"Rent","30,87"
"Light & water","74,45"
"Tasties","8,43"
"Bar","12,28"
"Drink outside","4,35"
"Drinks","1,06"
"Bus","0,27"
"Girls","5,27"


